cst,关键词翻译,AC推荐词,流量占比,流量词类型,预估周曝光量,相关产品,相关ASIN,ABA周排名,月搜索量,月购买量,购买率,展示量,点击量,SPR,标题密度,商品数,需供比,广告竞品数,点击集中度,前三ASIN转化总占比,PPC竞价,建议竞价范围,#1 前三ASIN,#1 点击共享,#1 转化共享,#2 前三ASIN,#2 点击共享,#2 转化共享,#3 前三ASIN,#3 点击共享,#3 转化共享,前十ASIN,matched_text
nike workout shorts,耐克运动短裤,,,自然搜索词,0,1,B09P3T8X61,"1,490,475","1,286",40,3.18%,"31,484",606,1,0,"2,967",0.4,5,19.70%,9.10%,$1.39 ,$1.25 - $1.66,B087M3MJ1L,10.50%,9.10%,B07FKCHLJH,5.30%,0.00%,B07XJDX2GF,4.00%,0.00%,"B087M3MJ1L,B07BPL162D,B071WL718C,B07FKCHLJH,B0B69FBQ18,B09CPFXGD2,B001MB1MPS,B08NYHYT7G,B082XSM4BC,B0BNQD5J2X","Workout, NIKE, Shorts"
nike women's dry classic ii short,耐克女子干式经典二代短裤,,,视频广告词,0,1,B0BFDTMBGP,"1,188,707","1,314",43,3.31%,"34,120",501,1,4,194,6.8,5,54.30%,11.10%,,-,B0C9KSJBR6,20.90%,0.00%,B0C9FQ8ZF1,17.70%,0.00%,B0C9KLW1DJ,15.60%,11.10%,"B0C9KSJBR6,B0C9KLW1DJ,B0C9L4BB9K,B084P85T4C,B005HNF3VQ,B091MGLLF6,B0C9KZPQ1H,B0C9L76QYG,B0C9KH2C33,B0C9KTBGPL","Classic, NIKE, Short"
nike training shorts men,耐克训练短裤男,,,自然搜索词,0,1,B09P3T8X61,"1,456,932","1,175",34,2.96%,"29,164",553,1,0,912,1.3,5,19.10%,6.70%,$1.32 ,$0.99 - $1.64,B087M3MJ1L,11.30%,6.70%,B0CPTG74GX,4.30%,0.00%,B087LTC1XS,3.50%,0.00%,"B087M3MJ1L,B072118MKS,B07BPMTVPX,B0BDGKDC2F,B09TYZZDGR,B098NFCL3J,B0BNNYCHPM,B0B619RFMM,B09PG3392C,B0B6CWXPQD","Shorts, NIKE, Training"
nike tennis shorts,耐克网球短裤,,,自然搜索词,0,2,B09P3T8X61/B09XQVCZ8B,"1,188,700","1,517",48,3.18%,"32,255",658,2,0,491,3.1,5,15.80%,0.00%,$1.34 ,$1.00 - $1.67,B087LTC1XS,6.00%,0.00%,B087M3RDVK,5.40%,0.00%,B0C1HD2ZNY,4.40%,0.00%,"B087M3RDVK,B072118MKS,B07H4LSYM6,B0B6JTKRZV,B0C1HD2ZNY,B08794ZR2T,B09XLM82D3,B0C1JKXQJW,B0C13GRWR8,B0C66789T5","Shorts, NIKE, Tennis"
nike swoosh,耐克旋风,,,视频广告词,0,1,B0BFDTMBGP,"2,423,377",140,3,2.62%,"4,068",54,1,17,"2,892",0.1,1,20.60%,0.00%,$1.05 ,$0.61 - $1.32,B0BNQ2NN8V,8.80%,0.00%,B008C27ROU,5.90%,0.00%,B01AK22GJU,5.90%,0.00%,"B01AK22GJU,B008C27ZD8,B019NZBSYO,B0BNQ2NN8V,B0CQMSWFYX,B08G88TS8P,B008C27ROU,B008C24OUA,B0C2LBWFLZ,B0CBCKJCXZ",NIKE
nike stride,nike stride,,,视频广告词,0,1,B0BFDTMBGP,"1,309,813","1,284",38,2.96%,"36,516",606,1,13,178,7.2,4,45.40%,12.50%,$1.34 ,$1.00 - $1.67,B0B1WTHG4X,19.60%,12.50%,B09N3ZR48X,16.20%,0.00%,B09Z6VP941,9.60%,0.00%,"B0B1WTHG4X,B09Z6VP941,B0B18NMXCV,B09N3ZR48X,B0C8C8W5NJ,B07YKQC8X3,B0BR4LBS8F,B0BG8MQ223,B0CJZDYGG6,B0C13GRWR8",NIKE
nike sport shorts men,,,,自然搜索词,0,2,B08JGBB9N1/B09XQVCZ8B,,,,,,,,,"1,758",,5,,,,-,,,,,,,,,,,"Shorts, NIKE"
nike shorts with zipper pockets men,耐克短裤拉链口袋男士,,,SP广告词,0,1,B0BFDTMBGP,"2,185,952",550,16,3.06%,"13,349",225,1,0,558,1,21,45.20%,0.00%,,-,B07BPMTVPX,19.10%,0.00%,B07BPL162D,16.70%,0.00%,B07BPLFM4D,9.50%,0.00%,"B07BPMTVPX,B072118MKS,B0B4CNWW82,B09P3WHTC8,B08LTB9SZW,B087M3MJ1L,B0CDG81MRY,B09XQWCCGR,B08YYBP95M,B09VT6R6C7","Zipper, Shorts, NIKE, Zipper Pocket"
nike shorts men with pockets,带口袋的耐克短裤男士,,,自然搜索词,0,1,B09XQVCZ8B,"1,562,413","1,169",34,2.93%,"25,371",519,1,0,"1,298",0.9,5,16.70%,0.00%,$1.20 ,$0.89 - $1.37,B087LTC1XS,5.60%,0.00%,B087M3MJ1L,5.60%,0.00%,B09CPFXGD2,5.60%,0.00%,"B07BPMTVPX,B087M3MJ1L,B072118P4W,B006DJH9BK,B01AK7XJS2,B09CPFXGD2,B0BNQFWYY9,B0B6KXL23R,B07NJPD9GV,B0BFDVJ414","Shorts, NIKE"
nike shorts men running,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,"1,984",,9,,,,-,,,,,,,,,,,"Shorts, NIKE, Running"
nike shorts men dri fit,耐克短裤男士 dri fit,,,自然搜索词,0,1,B09P3T8X61,"1,146,476","1,620",47,2.96%,"46,647",661,2,0,997,1.6,23,14.80%,0.00%,$1.37 ,$1.02 - $1.73,B0BN4NNGGZ,5.50%,0.00%,B0CPTG74GX,5.20%,0.00%,B07BPLHK9T,4.20%,0.00%,"B07BPLHK9T,B087LTC1XS,B0B6KQR5JP,B072118MKS,B0BN4NNGGZ,B098NFCL3J,B0BNNYCHPM,B07DX1SLQZ,B0B6CWXPQD,B0B1WWG9BF","Shorts, NIKE"
nike shorts men 9 inch,耐克男式 9 英寸短裤,,,自然搜索词,0,1,B09XQVCZ8B,"1,052,480","1,469",38,2.61%,"34,630",624,1,0,517,2.8,5,16.10%,14.30%,$1.39 ,$1.04 - $1.75,B07BPL162D,8.40%,5.70%,B087M3MJ1L,4.50%,5.70%,B0B321LZ56,3.20%,2.90%,"B07BPL162D,B087M3MJ1L,B072118MKS,B07QYFHSYK,B0B321LZ56,B0BNQFPCG1,B0BFDVJ414,B0B6JTW2F5,B08875T7XG,B09XQVCZ8B","Shorts, NIKE"
nike running shorts men 7 inch dri fit,,Y,,自然搜索词/AC推荐词,0,1,B09XQVCZ8B,,,,,,,,,260,,4,,,,-,,,,,,,,,,,"Shorts, NIKE, Running"
nike nylon shorts men,,,,自然搜索词,0,2,B08JGBB9N1/B09P3T8X61,,,,,,,,,473,,5,,,,-,,,,,,,,,,,"Nylon, NIKE, Shorts"
nike mens shorts with pockets,耐克男式带口袋短裤,,,自然搜索词,0,1,B09XQVCZ8B,"1,425,163","1,400",39,2.83%,"29,793",551,1,0,805,1.7,4,17.40%,5.40%,$1.37 ,$1.02 - $1.73,B087LTC1XS,8.00%,1.80%,B087M3MJ1L,5.40%,0.00%,B07BPMTVPX,4.00%,3.60%,"B07BPMTVPX,B087M3MJ1L,B072118P4W,B09CPFXGD2,B01AK7XJS2,B07NJPD9GV,B07CZC664D,B0BNQFWYY9,B0B6KNPZDG,B09XQVCZ8B","Shorts, NIKE"
nike mens shorts 7 inch,耐克男式短裤 7 英寸,,,自然搜索词,0,1,B09P3T8X61,"1,824,158","1,381",40,2.96%,"31,398",632,1,0,484,2.9,19,24.40%,0.00%,$1.30 ,$0.98 - $1.63,B087M3MJ1L,11.00%,0.00%,B07FKCHLJH,8.50%,0.00%,B087M3RDVK,4.90%,0.00%,"B087M3MJ1L,B089MMJ8DL,B07BPMTVPX,B09YNWPHT2,B07FKCHLJH,B08BX5PF5C,B0C13GRWR8,B0B6KXL23R,B0B619RFMM,B001MB1MPS","Shorts, NIKE"
nike mens gym shorts,,,,自然搜索词,0,1,B09XQVCZ8B,,,,,,,,,"1,652",,26,,,,-,,,,,,,,,,,"Shorts, NIKE, gym"
nike mens athletic shorts,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,"3,417",,10,,,,-,,,,,,,,,,,"Athletic, Shorts, NIKE"
nike men running shorts,,,,自然搜索词,0,1,B09XQVCZ8B,,,,,,,,,976,,5,,,,-,,,,,,,,,,,"Shorts, NIKE, Running"
nike khaki shorts men,耐克卡其色短裤男士,,,品牌广告词,0,1,B0BLKN87V4,"1,728,058",485,14,2.95%,"9,939",233,1,0,810,0.6,5,25.60%,16.70%,$1.44 ,$1.08 - $1.79,B07GXVND2H,12.80%,0.00%,B00QSGLAKO,10.30%,0.00%,B0CLF1TPKL,2.60%,16.70%,"B00QSGLAKO,B089N9WHYL,B0CLF1TPKL,B07PPXVN3Y,B0C6FK1HG2,B07HNVJCWR,B07FHBQPMC,B09XQWRBHB,B08PJ18DZ3,B0874WM8MH","Khaki, Shorts, NIKE"
nike form shorts 7 inch,,,,自然搜索词,0,1,B09P3T8X61,"2,260,252",392,11,2.94%,"8,896",165,1,0,97,4,5,44.40%,0.00%,,-,B0BQ6KLLRM,16.70%,0.00%,B0BQ6MK5MJ,13.90%,0.00%,B0BQ6NR6VK,13.90%,0.00%,"B0BQ6NR6VK,B08CBKC4B7,B07FKCHLJH,B0D4QSSD8K,B0B617HLWR,B0C13GRWR8,B0CTCQGTYX,B0CG5WBMGL,B0CN8TBX1Q,B072118MKS","Shorts, NIKE"
nike flow shorts men,耐克流动短裤男士,,,视频广告词,0,1,B0BFDTMBGP,"2,116,170",652,16,2.52%,"19,490",262,1,0,253,2.6,5,56.30%,0.00%,$2.05 ,$1.12 - $2.57,B09PG3392C,25.00%,0.00%,B095NFCV38,22.90%,0.00%,B001MB1MPS,8.30%,0.00%,"B09PG3392C,B001MB1MPS,B0B6255987,B09PG3R64J,B0CJHWGYV9,B0BWLCXRHT,B0C9R5SW9N,B0CLF1TPKL,B0CRMVZP2Z,B0C9R6T29L","Shorts, NIKE"
nike fleece shorts,耐克绒毛短裤,,,SP广告词,0,2,B0BFDSVMPF/B0BFDTMBGP,"1,258,572","1,334",82,6.15%,"30,745",631,2,0,557,2.4,5,22.80%,0.00%,$1.19 ,$0.88 - $1.49,B01JIPH51Y,9.70%,0.00%,B0CPTJZW5H,8.60%,0.00%,B0CPPWLZKL,4.50%,0.00%,"B07NJPR9R3,B01JIPH51Y,B08GQTRTZX,B0CJ5KCT7C,B087M3RDVK,B07BTS1B8W,B07TGJWBC6,B0CPPWLZKL,B08ZJWZMBY,B07DGSV214","Shorts, NIKE, Fleece"
nike elite shorts mens,耐克精英短裤男装,,,品牌广告词,0,1,B0BLKN87V4,"1,824,137",430,10,2.52%,"11,654",172,1,0,162,2.7,17,46.00%,0.00%,$1.25 ,$0.93 - $1.55,B0BJQQFTHF,18.90%,0.00%,B07DX2ZY4G,16.20%,0.00%,B08NYKP4HV,10.80%,0.00%,"B07DX2ZY4G,B087M3RDVK,B0BJQQFTHF,B0BJQVQPXS,B07BPMTVPX,B0C8BPGK31,B0C81512FL,B0C811GGPG,B0C7ZZZRRZ,B0C8BMBK67","Shorts, NIKE"
nike dry fit shorts,耐克干式短裤,,,自然搜索词,0,1,B09XQVCZ8B,"2,185,888",460,13,2.92%,"10,648",196,1,0,"1,343",0.3,5,15.80%,33.30%,$1.12 ,$0.95 - $1.29,B098NFCL3J,5.30%,33.30%,B07BPL162D,5.30%,0.00%,B07BPMTTN3,5.30%,0.00%,"B07BPL162D,B087M3MJ1L,B072118MKS,B0B6KQR5JP,B098NFCL3J,B0BNNYCHPM,B0B619RFMM,B0BN4NNGGZ,B0BNQFPCG1,B01FZ03GNM","Shorts, NIKE"
nike deportivos para hombre,男士耐克运动鞋,,,SP广告词,0,1,B0C4GQTCJK,"2,423,280",607,15,2.52%,"13,681",241,1,0,215,2.8,5,15.50%,0.00%,$0.40 ,$0.30 - $0.50,B078X16RP7,6.70%,0.00%,B07TDRLSP4,4.40%,0.00%,B09691JZJM,4.40%,0.00%,"B0B56YYS3T,B08QB1X4GC,B09691JZJM,B0BNJJGD5Q,B0BZDV5WB5,B08Q9YKZ58,B09NSYD4TC,B0C7VQ1FSP,B001CQ3CG0,B09XBVM335","NIKE, Hombre"
nike cotton shorts for men,耐克男士棉质短裤,,,SP广告词,0,1,B01AK7Y102,"1,337,034","1,464",43,2.98%,"32,871",564,1,0,"1,226",1.2,5,12.10%,8.60%,$1.28 ,$1.15 - $1.49,B01JIPH51Y,4.30%,5.70%,B01JIPH7H6,3.90%,2.90%,B01JIPH244,3.90%,0.00%,"B07NJPZDRW,B01JIPH244,B087M3RDVK,B07TGJYSLW,B0872MJ9P8,B00AKSCXES,B08NYKPH55,B07DGSV214,B0B6JTKRZV,B09521HS65","Cotton, Shorts, NIKE"
nike black shorts men,耐克黑色男士短裤,,,自然搜索词,0,2,B09P3T8X61/B09XQVCZ8B,"1,641,258",392,12,3.28%,"9,291",177,1,0,"1,867",0.2,5,27.80%,0.00%,$1.22 ,$0.92 - $1.52,B087LWNKFB,11.10%,0.00%,B001MB1MPS,8.30%,0.00%,B07QW5JJ7X,8.30%,0.00%,"B087M3MJ1L,B0B6KQR5JP,B072118MKS,B07NJNW4QL,B001MB1MPS,B01JIPGJMU,B0B6CWXPQD,B001MAZSSQ,B098N14C66,B07DX2N7JQ","Black, NIKE, Shorts"
nike black shorts,耐克黑色短裤,,,自然搜索词,0,1,B09XQVCZ8B,"1,490,432","1,223",33,2.70%,"27,533",514,1,0,"5,493",0.2,4,30.00%,20.00%,$1.50 ,$1.12 - $1.88,B087M3MJ1L,14.30%,0.00%,B0CPTG74GX,10.00%,0.00%,B087LTC1XS,5.70%,20.00%,"B087M3MJ1L,B001MB1MPS,B0B6KQR5JP,B072118MKS,B07NJNW4QL,B01JIPGJMU,B08CNP7NS1,B088XWQ8TH,B098N14C66,B001MAZSSQ","Black, NIKE, Shorts"
nike athletic shorts,耐克运动短裤,,,自然搜索词,0,1,B09XQVCZ8B,"1,562,361","1,437",106,7.41%,"33,998",666,3,0,"3,178",0.5,22,15.50%,0.00%,$0.95 ,$0.87 - $1.29,B01FZ03GNM,7.80%,0.00%,B087M3RDVK,4.20%,0.00%,B0CPTG74GX,3.50%,0.00%,"B087M3RDVK,B07BPL162D,B01FZ03GNM,B08CNNXWHF,B072118MKS,B0C12LDLN4,B07NJPDSSX,B09T57NS5Q,B01AK7XJS2,B07YKQC8X3","Athletic, Shorts, NIKE"
new york shorts for men,,,,SP广告词,0,1,B09P3T8X61,,,,,,,,,0,,24,,,,-,,,,,,,,,,,Shorts
neleus shorts men,neeus 短裤 男士,,,自然搜索词,0,2,B08JGBB9N1/B0BFDTMBGP,"1,562,102",506,16,3.24%,"12,602",223,1,0,126,4,5,22.50%,0.00%,$2.17 ,$1.62 - $2.71,B07PRV2TWG,7.50%,0.00%,B09SGG361R,7.50%,0.00%,B0C33GLDSJ,7.50%,0.00%,"B07PRV2TWG,B08346K3ZS,B082WDVXNM,B0C33JJJMB,B093BZ9ZQ4,B06XRWXXC7,B07PWMLQFW,B084CZKT16,B0872XZ3KD,B08LTB9SZW",Shorts
neleus shorts,纽扣短裤,,,自然搜索词,0,1,B08JGBB9N1,"1,364,942","1,325",45,3.42%,"26,801",504,2,0,118,11.2,5,12.10%,0.00%,$2.16 ,$1.62 - $2.70,B09SGG361R,4.20%,0.00%,B0C33GLDSJ,4.20%,0.00%,B07PRW5NRJ,3.80%,0.00%,"B07PRV2TWG,B083463RFH,B082WDVXNM,B0C33GLDSJ,B06XRWXXC7,B08MT36H3F,B07SJTPYJ1,B09F6DW54B,B09L5W3LQF,B084CZKT16",Shorts
nba basketball shorts men,nba篮球短裤男,,,自然搜索词,0,1,B08JGBB9N1,"1,019,074","1,257",37,3.02%,"33,801",604,1,0,582,2.2,4,7.90%,0.00%,$0.33 ,$0.27 - $0.37,B089HTHK4W,2.60%,0.00%,B089HVC87Q,2.60%,0.00%,B0D4THTRR6,2.60%,0.00%,"B076LSJTVT,B0BX4MWHJK,B0BX4PC7JM,B089HTHK4W,B0BX4NV713,B07N9KHL6X,B0BXMYN9VF,B09W2D19HL,B0CSYZ3Y4J,B08T5VW2HH","Basketball, Shorts"
navy blue shorts for men,男款海军蓝短裤,,,品牌广告词,0,1,B0BLKN87V4,"2,259,587",460,15,3.40%,"13,053",179,1,0,"12,153",0,4,18.40%,0.00%,$0.95 ,$0.77 - $1.05,B01JQTA77G,7.90%,0.00%,B01JQTB8AQ,5.30%,0.00%,B01MCV81KJ,5.30%,0.00%,"B07DXH9JMC,B0151E6XTG,B082THYXQD,B009CTUGY0,B01MCV81KJ,B00EC83O3G,B01JQTB8AQ,B09XQXKTPS,B0C4YHVZC6,B07RP19WM3","Shorts, Navy, Blue"
multipack shorts for men,,,,自然搜索词,0,1,B08JGBB9N1,,,,,,,,,739,,,,,,-,,,,,,,,,,,Shorts
mitre shorts,,,,SP广告词,0,1,B0C4GV51WK,,,,,,,,,137,,8,,,,-,,,,,,,,,,,Shorts
mint green shorts men,薄荷绿短裤男士,,,品牌广告词,0,1,B0BLKN87V4,"2,420,451",337,10,3.07%,"9,555",146,1,0,"1,132",0.3,4,22.80%,0.00%,$0.95 ,$0.72 - $1.20,B07XMY2YZK,8.60%,0.00%,B0C98FF2DW,8.60%,0.00%,B07XGRSBPY,5.70%,0.00%,"B07XJCL62J,B08P66V47T,B09VKR4NK1,B0C98FF2DW,B0BJKDV497,B09VGT54LZ,B07BY8DW6H,B0BLRYBTL6,B09XX96LCY,B0C3H24DRX","Green, Shorts, Mint"
metallica shorts,,,,SP广告词,0,1,B0BFDSVMPF,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Metallic"
mesh sports shorts,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Mesh, Shorts, Sports"
mesh shorts with pockets,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,"3,347",,5,,,,-,,,,,,,,,,,"Mesh, Shorts"
mesh shorts men graphic,网状短裤男士图案,,,品牌广告词,0,2,B0BLKN87V4/B0C1365SJV,"1,488,864","1,243",38,3.10%,"28,641",564,1,0,717,1.7,4,10.90%,0.00%,$0.80 ,$0.60 - $1.00,B0C7C8RWSQ,3.90%,0.00%,B0C7C8QNB4,3.50%,0.00%,B0CGV6BZ3G,3.50%,0.00%,"B0CJJHVQ99,B0C7C8RWSQ,B0CGV6BZ3G,B0CP2BB1ZQ,B0CC948JVD,B0D2DXDTYS,B0CXCRYVP3,B0CRV2WJ2G,B0CK17LS9L,B0C3DY22DN","Mesh, Shorts, Graphic"
mesh shorts for men,男士网眼短裤,,,SP广告词,0,3,B08JGBB9N1/B0BFDTMBGP/B0C1365SJV,"1,423,644","1,769",52,2.98%,"44,400",703,2,2,"11,123",0.2,1,9.70%,3.30%,$1.22 ,$0.76 - $1.52,B01ES40ZBW,3.40%,3.30%,B000J9YQOS,3.40%,0.00%,B0CGV6BZ3G,2.80%,0.00%,"B000J9YQOS,B00719ZR9M,B01ES40ZBW,B07CZBPF1B,B08JGBB9N1,B08JTQP6VY,B0CRRF28SH,B0058CTCRM,B07NDP7HYC,B0723CZCRJ","Mesh, Shorts"
mesh mens shorts,网眼男式短裤,,,自然搜索词,0,2,B08JGBB9N1/B0C1365SJV,"1,145,524","1,511",39,2.63%,"33,962",646,1,0,"12,179",0.1,6,13.60%,5.10%,$1.24 ,$0.93 - $1.54,B08JLCW32G,7.60%,1.70%,B08JGBB9N1,3.00%,3.40%,B0CT2FRFBW,3.00%,0.00%,"B000J9YQOS,B01ES40ZBW,B08JGBB9N1,B07CZBPF1B,B00719ZR9M,B0CT271DJC,B0CRQFLWT3,B0CRHF41F7,B07NDP7HYC,B0728KK8VK","Mesh, Shorts"
mesh logo shorts,网眼标志短裤,,,自然搜索词,0,1,B0C1365SJV,"2,047,637",140,4,2.94%,"3,167",64,1,0,"1,881",0.1,0,27.60%,0.00%,$1.11 ,$0.82 - $1.24,B0C7C8QNB4,13.80%,0.00%,B0C3SLGWCS,6.90%,0.00%,B0CC91PK44,6.90%,0.00%,"B0C3SN6NJ5,B0CP29WBGS,B0C7C938V5,B0CGV6BZ3G,B0CC948JVD,B099RSXNQH,B0BPLFK9GW,B0C9XJRWCF,B0CXXTWRVN,B0C815VXTH","Mesh, Shorts"
men’s short shorts,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Short"
men’s short,男士短裤,,,SP广告词,0,1,B09P3T8X61,"1,069,060","1,548",40,2.62%,"46,034",632,1,0,"10,138",0.2,24,11.30%,2.10%,$1.34 ,$1.00 - $1.67,B07H5QPL1R,4.30%,1.00%,B009CTUGW2,3.70%,0.00%,B0B1LMFBDV,3.40%,1.00%,"B07YP9TWCX,B07H5QPL1R,B009CTUGZ4,B082TJ8LV7,B016Y8268U,B01N2UE6IB,B081W8R8RN,B0151E6PB2,B06XWMC24B,B07NDP7ZTX",Short
men’s pajama shorts,男士睡衣短裤,,,自然搜索词,0,1,B09T3QHVVM,"1,821,556",394,11,2.97%,"9,055",154,1,3,"1,951",0.2,9,16.70%,0.00%,$1.89 ,$1.41 - $2.38,B07HPCQ8CS,5.60%,0.00%,B07PP86MLM,5.60%,0.00%,B08VFC3W7S,5.60%,0.00%,"B07PN75241,B00M0QH7BC,B07C3TBJWC,B0CJK2JLJZ,B08VFC3W7S,B07HFGBPH8,B00RFHM1H6,B09T3QHVVM,B09KP1SG8Q,B01BVIRPWA","Shorts, Pajama"
men’s long shorts,,,,自然搜索词,0,4,B00AKSCXEI/B08JGBB9N1/B0BFDRQLNC/B0C1365SJV,,,,,,,,,"29,446",,159,,,,-,,,,,,,,,,,"Long, Shorts"
men’s khaki shorts,男士卡其色短裤,,,品牌广告词,0,1,B0BLKN87V4,"1,125,035","1,331",40,3.07%,"39,812",661,1,0,"2,814",0.5,158,14.90%,0.00%,$1.14 ,$0.86 - $1.44,B016Y825YU,6.90%,0.00%,B01JQTNVII,4.00%,0.00%,B0D918R8D8,4.00%,0.00%,"B016Y825YU,B01JQTN8SQ,B009CTUBIQ,B07HNTTKZ6,B00XKYM95C,B07FHBQPMC,B0C26D741D,B07HNVJCWR,B0CQZ3RLDZ,B0CTG7QHLT","Khaki, Shorts"
men’s cotton shorts,男士棉质短裤,,,SP广告词,0,2,B0151E6WPQ/B09T3QHVVM,"2,335,149",638,17,2.77%,"18,806",260,1,0,"8,624",0.1,16,21.30%,0.00%,$1.24 ,$0.97 - $1.45,B01JQTA74O,10.60%,0.00%,B0151E6OUY,6.40%,0.00%,B01NAHT9DF,4.30%,0.00%,"B0151E6OUY,B09T3QJ8ZY,B00M0QFMSW,B07PN75241,B00AKSCZ6Y,B007PXVAKE,B0BVMXG7PM,B0D2S5ZFLV,B08L4XD1JB,B009CTU9T2","Cotton, Shorts"
men’s apparel,,,,SP广告词,0,2,B0CHMN8TDS/B0CHMNB423,,,,,,,,,0,,0,,,,-,,,,,,,,,,,
mensshorts,男装短裤,,,自然搜索词,0,3,B08JGBB9N1/B09T3QHVVM/B0BLKN87V4,"1,821,550",796,26,3.37%,"21,764",380,1,0,"42,922",0,9,10.90%,0.00%,$0.95 ,$0.70 - $1.26,B07H5QPL1R,3.60%,0.00%,B0BGFVMW7R,3.60%,0.00%,B0CRRF28SH,3.60%,0.00%,"B07YP9TWCX,B01JQTBSU6,B0151E6PB2,B07H5QPL1R,B078W113QW,B0C26D741D,B08TB8595Q,B082TJ8LV7,B016Y826EE,B00XKYLJA8",Shorts
mensmens,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,0,,0,,,,-,,,,,,,,,,,
mensi,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,0,,8,,,,-,,,,,,,,,,,
menshorts,,,,自然搜索词,0,1,B01AK7Y102,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Shorts
mensal,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,0,,5,,,,-,,,,,,,,,,,
mens' shorts,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,"44,553",,0,,,,-,,,,,,,,,,,Shorts
mens xxl shorts,男士 xxl 短裤,,,自然搜索词,0,1,B09P3T8X61,"1,681,605",867,27,3.13%,"17,897",429,1,0,"5,589",0.2,4,19.00%,0.00%,$1.10 ,$0.81 - $1.30,B0723CZCRJ,10.30%,0.00%,B07YP9JK3F,5.20%,0.00%,B000MND7A0,3.50%,0.00%,"B08JGC1D2G,B07H5P8M39,B072JBQRLG,B08JTQP6VY,B07NDPC6SZ,B071LGZ66P,B000MND7A0,B01JQTEGT6,B01AK7Z2AU,B0CSN8MRPC",Shorts
mens xs shorts,男士 xs 短裤,,,自然搜索词,0,1,B08JGBB9N1,"1,363,753",843,21,2.59%,"17,004",324,1,0,"1,745",0.5,4,21.10%,0.00%,$1.25 ,$0.94 - $1.58,B0719SF8JT,10.50%,0.00%,B08JG8DNVQ,5.30%,0.00%,B0BS3S1MHC,5.30%,0.00%,"B071S83557,B08BCKC89W,B07XMZQ6CP,B08X3P6XPX,B0C8NCW9HQ,B08CMPQKG8,B0BXKP7BB1,B08JGBB9N1,B0874X78XM,B07XMYFC82","Shorts, XS"
mens woven shorts,男式梭织短裤,,,自然搜索词,0,2,B09P3T8X61/B09XQVCZ8B,"1,233,504","1,336",39,2.96%,"30,903",515,1,0,"1,232",1.1,20,18.60%,0.00%,$1.24 ,$0.93 - $1.54,B09PG3392C,7.00%,0.00%,B0723CZCQT,6.30%,0.00%,B09XLL648Z,5.30%,0.00%,"B093LWXP3K,B08BX4YRYJ,B09XLL648Z,B0C2HTXSH3,B0C2679WCW,B09PG3392C,B07T3HTPKF,B09XQVCZ8B,B0BQ1Y468B,B0BGVRZW5T","Shorts, Woven"
mens workout shorts with pockets,,,,自然搜索词,0,2,B00AKSCXEI/B08JGBB9N1,,,,,,,,,"6,412",,0,,,,-,,,,,,,,,,,"Workout, Shorts"
mens workout shorts under armour,,,,自然搜索词,0,1,B01AK7Y102,,,,,,,,,"1,514",,4,,,,-,,,,,,,,,,,"Workout, Shorts, Under Armour"
mens workout shorts pack,男士健身短裤包,Y,,自然搜索词/AC推荐词,0,1,B08JGBB9N1,"2,182,338",843,28,3.44%,"22,752",419,1,0,"9,322",0.1,4,17.50%,0.00%,$1.19 ,$0.94 - $1.34,B0D2RLHHJ9,7.00%,0.00%,B0BNW2C7P6,5.30%,0.00%,B0BNW445NH,5.30%,0.00%,"B0D2RLHHJ9,B08JGBB9N1,B0BNW2C7P6,B07H5PTQML,B0D4JFK852,B0CRHDB5DR,B0BNW3CD3W,B0CRQFLWT3,B08JTQP6VY,B0BNW3NJ7L","Pack, Shorts, Workout"
mens workout shorts nike,男士运动短裤耐克,,,自然搜索词,0,2,B09P3T8X61/B09XQVCZ8B,"2,047,520",140,4,3.46%,"3,708",54,1,0,551,0.3,0,24.00%,16.70%,$1.39 ,$1.04 - $1.75,B01AK7XJS2,8.00%,16.70%,B07BPL162D,8.00%,0.00%,B0B6KHK5P8,8.00%,0.00%,"B07BPL162D,B087M3MJ1L,B0B6KJS75Q,B071WL718C,B01AK7Z2AU,B077XQMB7G,B09CPFXGD2,B09P3T8X61,B09XQVCZ8B,B07BJLDNCB","Workout, NIKE, Shorts"
mens workout shorts 9 inch,,,,SP广告词,0,1,B0C4GRTZJR,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Workout, Shorts"
mens workout short,,,,自然搜索词,0,1,B08JGBB9N1,,,,,,,,,"8,356",,19,,,,-,,,,,,,,,,,"Workout, Short"
mens workout set,,,,自然搜索词,0,1,B08JGBB9N1,,,,,,,,,"10,292",,5,,,,-,,,,,,,,,,,"Workout, Set"
