cst,关键词翻译,AC推荐词,流量占比,流量词类型,预估周曝光量,相关产品,相关ASIN,ABA周排名,月搜索量,月购买量,购买率,展示量,点击量,SPR,标题密度,商品数,需供比,广告竞品数,点击集中度,前三ASIN转化总占比,PPC竞价,建议竞价范围,#1 前三ASIN,#1 点击共享,#1 转化共享,#2 前三ASIN,#2 点击共享,#2 转化共享,#3 前三ASIN,#3 点击共享,#3 转化共享,前十ASIN,matched_text
ariat mens shirts,咏叹调男士衬衫,,,SP广告词,15 ,1.0,B09Q5423LG,"244,239","6,290 ",184 ,2.93%,"183,648 ","2,939 ",5 ,0.0,"1,768 ",3.6,10 ,8.6%,2.9%,$0.56,$0.50 - $0.70,B004BOU5BK,3.2%,2.0%,B0B5NSMLSC,2.9%,1.0%,B0772YMPJD,2.6%,0.0%,"B004BOU5BK,B0B5NV3RL6,B006VJE5XM,B0979FPRP5,B0CR5BVWV1,B08PDMVJDH,B0CN378W5H,B0CBR469CL,B004BOVLVS,B0B5NTYXT9","Shirt, ARIAT"
game day shirt,比赛日衬衫,,,SP广告词,15 ,1.0,B0BKWJ1KY2,"245,599","4,178 ",29 ,0.71%,"90,051 ","1,952 ",1 ,40.0,"15,308 ",0.3,228 ,6.0%,1.8%,$0.56,$0.43 - $0.70,B0CP9HB41B,2.3%,0.0%,B09F672XKS,1.8%,1.8%,B09F69T34L,1.8%,0.0%,"B0C7CN3JK5,B083BBJ9WB,B0BBGB5NSH,B0C9C2G46V,B0D62QZS4F,B0CHMMZH8F,B0D4TM9RCM,B0B6BVK9BS,B0BB9W1T82,B09F672XKS",Shirt
nwo shirts for men,nwo 男士衬衫,,,SP广告词,15 ,1.0,B0B28SWXWP,"246,858","6,550 ",986 ,15.06%,"182,110 ","3,157 ",23 ,0.0,273 ,24.0,9 ,38.4%,8.7%,$0.68,$0.49 - $0.86,B09V8GPKN6,19.5%,5.1%,B09V8K2ZYY,13.9%,0.0%,B0081JAOBW,5.0%,3.6%,"B09V8GPKN6,B07FK2LT7J,B0081JAN7C,B09V99TQ4V,B0CYZKTX8V,B07N3RWG1T,B0D8LMTGMC,B0BPCLQQL1,B0CBY79RQ9,B0D279PNL9",Shirt
brown pants,棕色裤子,,,SP广告词,15 ,1.0,B0BKWJ1KY2,"248,415","6,390 ",8 ,0.13%,"173,345 ","3,183 ",1 ,0.0,"37,878 ",0.2,283 ,17.0%,2.4%,$0.89,$0.68 - $1.11,B08JHLPBS7,6.8%,0.0%,B08QWT3RVK,5.2%,0.0%,B0CJ8PX8QG,5.0%,2.4%,"B08JHLPBS7,B07P4MB7LB,B000N8RWK0,B07NLB4B49,B000OGA23A,B0C98W2M3W,B07P3HPZ6Z,B08JHLN1PF,B0BVJ6RDY2,B005DIEY2E","Brown, Pants"
oktoberfest shirt,慕尼黑啤酒节衬衫,,,SP广告词,15 ,2.0,B0B28RYDQB/B0B28SWXWP,"442,714","2,643 ",343 ,12.98%,"76,279 ","1,212 ",8 ,18.0,"2,919 ",0.9,29 ,13.9%,11.1%,$0.28,$0.20 - $0.34,B0CCDK26TV,6.4%,5.6%,B07HNX6PH3,4.0%,5.6%,B0B2ZN14VL,3.6%,0.0%,"B0775CT1RB,B0BBD9CS2B,B07H2WNK5J,B07D6KP2DR,B07HNX6PH3,B0BFRMT92S,B0BXLV44SG,B0B2ZN14VL,B0CCDK26TV,B08KG539JX",Shirt
camisas lacoste para hombre,lacoste 男士衬衫,,,SP广告词,15 ,1.0,B09Q5DYY7P,"252,591","5,468 ",3 ,0.08%,"150,278 ","2,367 ",1 ,0.0,223 ,24.5,8 ,10.3%,0.0%,$1.02,$0.76 - $1.28,B0D7S8KLJ5,5.4%,0.0%,B0CHGD2ZQD,2.8%,0.0%,B0D3QZ5NWF,2.2%,0.0%,"B000SE9T00,B0CHGDFWP5,B01MDOUGX4,B0BZZSDJJX,B0BZZV43PC,B0CHH24VWT,B0BSXVKKG3,B010ND05XA,B07SC7LBW7,B0CHGSZB8F","Lacoste, Hombre"
banana republic men shirt,香蕉共和国男士衬衫,,,SP广告词,15 ,2.0,B09Q5423LG/B0B28SWXWP,"444,144","3,036 ",1 ,0.05%,"66,431 ","1,263 ",1 ,0.0,343 ,8.9,21 ,16.2%,2.3%,$1.28,$0.97 - $1.61,B0CQDC3KCH,7.0%,0.0%,B0CQDCSSY5,4.8%,2.3%,B0CQDFP2Y1,4.4%,0.0%,"B0BV257BCZ,B07774NXTP,B0CQDC3KCH,B08XV6K18Z,B09RS9KGJ1,B0D191675Q,B07NFSV1WV,B0B1CZC7Q1,B07HRCFGTN,B0D94SC2FR","Shirt, Banana"
dusty blue mens dress shirt,尘土飞扬的蓝色男士正装衬衫,,,SP广告词,15 ,4.0,B0BKWJ1KY2/B09Q5423LG/B09Q5DYY7P/B0B28SWXWP,"926,408","1,428 ",1 ,0.07%,"31,440 ",646 ,1 ,0.0,186 ,7.7,16 ,27.3%,6.1%,$1.54,$1.15 - $1.94,B09YR8XW5R,16.0%,0.0%,B09P8187PG,7.9%,6.1%,B09ZRB9WWT,3.4%,0.0%,"B09P7YTCF6,B0D29LJQDD,B0CQ2FG9HN,B09ZRB9WWT,B0BNQB5FK9,B07LCDTPWT,B0CH8LYYWW,B0BYSK8HLX,B07S63PHLN,B0CWH4W1Y6","Shirt, Dress Shirt, Blue, Dress"
collarless dress shirts for men,无领男式衬衫,,,SP广告词,15 ,1.0,B09Q5DYY7P,"251,585","6,052 ",674 ,11.14%,"151,346 ","2,661 ",16 ,3.0,"1,773 ",3.4,62 ,19.5%,4.2%,$0.88,$0.61 - $1.76,B0CPPVV1MX,15.4%,4.2%,B0CL56C9B7,2.1%,0.0%,B0D1QJSS4D,2.0%,0.0%,"B0CHJ1D4QM,B0CL56C9B7,B0CD1Z8CK3,B0D1QGYMY6,B0C9CGQ1PR,B0BJB5RW1H,B0CY56WRX7,B0CY4RK1YG,B0BN3T4D1F,B0CGDTJXJB","Dress Shirt, Collarless, Dress"
beach essentials for vacation,海滩度假必备品,,,SP广告词,14 ,1.0,B0B28RYDQB,"253,580","8,627 ",75 ,0.88%,"253,234 ","3,838 ",2 ,1.0,"4,246 ",2.0,316 ,9.5%,6.8%,$1.80,$1.14 - $2.02,B0B7BP6CJN,3.5%,1.0%,B004YAUZQG,3.2%,2.9%,B0CZDTP5MZ,2.8%,2.9%,"B0B7BP6CJN,B004YAUZQG,B00DF0ZAP2,B0BR3P3Z78,B09RP9Q49V,B08SS8L4N7,B07BH4DD2M,B01IEN6AQM,B0BQ7PD5YW,B00I5H5Z1O","Beach, Vacation, Essential"
brown shirt men,棕色衬衫男士,,,SP广告词,14 ,1.0,B0B28SWXWP,"254,685","5,871 ",30 ,0.52%,"125,791 ","2,255 ",1 ,0.0,"14,280 ",0.4,29 ,9.0%,3.2%,$0.88,$0.67 - $1.11,B01BJCX98W,3.8%,0.0%,B0CY2N74G7,2.9%,3.2%,B07GLBRN6Q,2.3%,0.0%,"B00B6EDWIG,B0BW28QG2K,B0CS9R7VLG,B0BLNPM5ZH,B0CY2N74G7,B0CDLSJW3H,B09NXMDFC7,B09NHT6X1W,B00I40CUN8,B0BZVYCZGL","Shirt, Brown"
polocher para hombres,男士POLOCHER,,,SP广告词,14 ,1.0,B09Q5DYY7P,"257,448","5,556 ",182 ,3.29%,"127,010 ","2,747 ",5 ,0.0,154 ,36.1,24 ,15.3%,4.9%,$0.50,$0.37 - $0.63,B0D38YFY3K,5.5%,2.4%,B0CQ28TTP9,5.2%,2.4%,B0CL4J4F6P,4.6%,0.0%,"B07HR8LSYC,B07BN4BV3X,B06W5JQHXV,B07HRCFGFS,B077ZJC1N9,B00PUBJTQK,B0923Y8VQL,B0CQ28TTP9,B0775SPV13,B08PW5MDGY",Hombre
maroon dress shirt men,栗色正装衬衫男士,,,SP广告词,14 ,3.0,B0B28RYDQB/B09Q5423LG/B09Q5DYY7P,"696,285","1,756 ",16 ,0.93%,"46,956 ",723 ,1 ,0.0,457 ,3.8,22 ,21.2%,4.7%,$1.03,$0.77 - $1.29,B07MS8W9SS,9.6%,1.6%,B098KZ4XPC,8.2%,3.1%,B0D2R1JWYY,3.5%,0.0%,"B07MS8W9SS,B0CQX3LR6S,B09Q5CH55Z,B0B285TYMD,B07G96WTMQ,B09JFQYWRL,B000PHI5AU,B08H81CCPM,B098KZ4XPC,B0CB2ZMH4Z","Shirt, Dress Shirt, Maroon, Dress"
rhone,罗纳,,,SP广告词,14 ,1.0,B0BKWJ1KY2,"255,308","13,114 ","1,847 ",14.09%,"340,762 ","6,415 ",42 ,125.0,238 ,55.1,53 ,8.6%,1.7%,$4.78,$3.58 - $5.98,B086ML611T,3.0%,1.7%,B086MNSVQV,2.8%,0.0%,B0B8BYPKNZ,2.8%,0.0%,"B086MNSVQV,B0866BWLB4,B0CK9PPJM7,B092G4LGFD,B0B4BVZMJV,B086MFP5JL,B092G3FPDK,B0CKH243K1,B0C54CTVF5,B08GHMN72R",
xxxl shirts for men,xxxl男士衬衫,,,SP广告词,14 ,1.0,B0B28SWXWP,"257,771","7,213 ","1,018 ",14.13%,"164,098 ","2,921 ",24 ,0.0,"5,123 ",1.4,28 ,6.7%,3.0%,$1.83,$1.37 - $2.28,B08F2NGKYR,2.8%,3.0%,B0C3D886WL,2.0%,0.0%,B0BT8T2FQ3,1.8%,0.0%,"B08F2NGKYR,B071DVR856,B086KY66P9,B06XDPHLVC,B000Q9WILY,B07811X9SB,B0132MHEKQ,B0785W9TW9,B0BKWHG7Z6,B07611Y7N7",Shirt
brown flannel,棕色法兰绒,,,SP广告词,14 ,2.0,B0BKWJ1KY2/B0B28SWXWP,"457,351","2,775 ",112 ,4.06%,"78,009 ","1,228 ",3 ,0.0,"1,183 ",2.4,231 ,18.8%,12.5%,$0.46,$0.31 - $0.57,B09CNB1QSS,8.3%,5.0%,B09CN9DHPG,6.0%,0.0%,B09CN82CBT,4.4%,7.5%,"B09CNB1QSS,B098WWNDJH,B073XP65KS,B09DY7TWZL,B097BDY1GJ,B0C1B497B2,B09K42YPFX,B09MRP2RD4,B0BKSXF1YZ,B0BP129PDK","Brown, Flannel"
addiesdive,addiesdive,,,SP广告词,14 ,1.0,B09Q5423LG,"259,973","6,456 ",34 ,0.54%,"156,937 ","2,918 ",1 ,51.0,215 ,30.0,37 ,35.6%,26.1%,$0.99,$0.74 - $1.09,B0C6ZTKMKH,16.6%,17.4%,B08YMX9VDN,12.1%,8.7%,B0D78ZXM29,6.9%,0.0%,"B0C6SP16XL,B0C6ZTKMKH,B08YMX9VDN,B0BCZ1RXQ7,B0CZNV9FXN,B0CJMBHPVQ,B0CCV3N1SV,B0C36BGQ9K,B0CNT987ZR,B0D498XHY5",
summer shirt,夏季衬衫,,,SP广告词,14 ,1.0,B0CJTXKT89,"260,938","8,279 ",281 ,3.40%,"169,611 ","3,753 ",7 ,4.0,"61,953 ",0.1,125 ,5.6%,0.0%,$1.09,$0.81 - $1.36,B0BV241H3F,2.6%,0.0%,B0CP1QD6LH,1.6%,0.0%,B0CP1R958H,1.5%,0.0%,"B0BV241H3F,B0BD4HQJGH,B0CP1QD6LH,B0CP1MNHX5,B077765WMW,B0BZC29J29,B0CXPXZ42X,B0CWX8SVMG,B097N3SHML,B0C3D5HR1L","Summer, Shirt"
mens green dress shirt,男式绿色礼服衬衫,,,SP广告词,14 ,1.0,B09Q5DYY7P,"266,413","5,446 ",25 ,0.46%,"126,574 ","2,715 ",1 ,0.0,"2,540 ",2.1,58 ,11.5%,2.2%,$0.91,$0.68 - $1.13,B0BV27DL6Y,4.7%,1.5%,B07F3CY8GS,3.5%,0.8%,B08ZRX3WQX,3.4%,0.0%,"B07F3CY8GS,B0BV27DL6Y,B09YLXXLH7,B0CJK2H5CQ,B094NBM8KV,B0CMV2FH3W,B0C3VV3F98,B07F3F87X6,B0CGL576C5,B0CQX2RXS4","Shirt, Dress Shirt, Green, Dress"
western shirts,西方衬衫,,,SP广告词,14 ,1.0,B0B28SWXWP,"268,109","5,448 ",7 ,0.13%,"142,873 ","2,683 ",1 ,9.0,"15,693 ",0.4,41 ,6.3%,0.0%,$0.73,$0.49 - $0.93,B0D3J8K76Z,2.7%,0.0%,B075WVMPSS,1.8%,0.0%,B007SWRAKG,1.7%,0.0%,"B007SWRAKG,B008KGSAYY,B008KGYWAA,B0006SCZUE,B075WSTMYQ,B005DIF7IY,B075WVMPSS,B07Q29541S,B004BP0YXI,B07DYJ1S17","Western Shirt, Western"
dress slacks for men,男士正装休闲裤,,,SP广告词,14 ,1.0,B0CQX37DZH,"263,703","6,515 ","1,246 ",19.13%,"167,464 ","2,682 ",29 ,0.0,"1,861 ",3.5,253 ,9.9%,1.8%,$1.14,$0.93 - $1.28,B00WW6Z4M4,3.8%,1.4%,B074934HMN,3.3%,0.4%,B096YN1BZC,2.8%,0.0%,"B00WW6Z4M4,B07RMMHYSK,B096YN1BZC,B0748Z6F9W,B001NS9G80,B074934HMN,B01MY9FCPN,B07DG1GQH6,B096YMSKLC,B002ZLOK4Y","Dress, Slacks"
mens cuban shirt,男士古巴衬衫,,,SP广告词,14 ,2.0,B0B28RYDQB/B0CJTXKT89,"487,037","2,676 ",7 ,0.27%,"77,713 ","1,130 ",1 ,0.0,"1,039 ",2.6,44 ,10.9%,1.1%,$1.00,$0.75 - $1.25,B0CJTXKT89,5.0%,0.0%,B0CSDB87XL,3.4%,0.0%,B09NCBS6JC,2.5%,1.1%,"B0CJV1RLCH,B0CSDB87XL,B09N6SFQJJ,B0CPSSTYGV,B09NCBS6JC,B0B1TT3D64,B0CYZJFD24,B0CK2SNNG5,B0BKSSDD6M,B087X2996Y","Shirt, cuban shirt"
men white dress shirt,男士白色礼服衬衫,,,SP广告词,14 ,1.0,B000PHK0WG,"268,800","5,568 ",922 ,16.56%,"119,366 ","2,152 ",21 ,0.0,"9,851 ",0.6,26 ,16.3%,3.0%,$1.85,$1.38 - $2.30,B009ESZFFO,7.4%,1.3%,B09JFR5KZQ,4.7%,0.9%,B0746CT87M,4.2%,0.9%,"B09JFR5KZQ,B009ESZFFO,B000PHL8DG,B0CN134S9T,B000PHI5LE,B0CHFG1KHT,B09XJ5RW92,B0CQKCBWC8,B0CHFJQ82R,B0CP2H2RKN","Shirt, Dress Shirt, White, Dress"
tshirt for men,男式T恤,,,SP广告词,14 ,1.0,B09Q5423LG,"266,832","7,342 ","1,010 ",13.77%,"147,800 ","3,076 ",23 ,0.0,"63,786 ",0.1,35 ,8.4%,0.5%,$1.28,$0.88 - $1.47,B0CKY562PD,4.1%,0.5%,B0BZDLXKTS,2.6%,0.0%,B0CLT59X8C,1.7%,0.0%,"B086KXNGKY,B0785VV446,B08F2NGKYR,B00NOY3JOS,B0BPDZ61XX,B071DVQLT2,B00L6PI71W,B07DJ7CXT6,B07GBX9YH6,B01N2Z676D",tshirt
red kap work shirt,红色卡普工作衬衫,,,SP广告词,14 ,2.0,B09Q5DYY7P/B0B28SWXWP,"491,525","4,219 ",20 ,0.48%,"87,825 ","2,101 ",1 ,0.0,424 ,10.0,0 ,19.6%,0.0%,$0.36,$0.27 - $0.44,B004R16WFK,8.8%,0.0%,B004HV14U8,7.1%,0.0%,B004HV14YO,3.7%,0.0%,"B004HV4NZG,B005HV7FXW,B01MQWXKZA,B00ICTM2VQ,B004IDK1PE,B00O98HPZC,B007GBX2RE,B07FLC9CS9,B0058T4C7K,B07FL3GVF2","Shirt, Work Shirt, Red"
long sleeve polo,长袖polo衫,,,SP广告词,14 ,1.0,B0BKWJ1KY2,"269,975","5,988 ",18 ,0.31%,"177,794 ","2,342 ",1 ,24.0,"2,736 ",2.2,125 ,16.1%,2.4%,$1.10,$0.82 - $1.37,B08FH3YKFF,9.6%,0.0%,B0BLSKWDN1,3.6%,0.8%,B075LQ4S5J,2.9%,1.6%,"B075LQ4S5J,B0BLSKWDN1,B08FH3YKFF,B0C747QJ9W,B07JL5L248,B0CCXRCQH6,B0C6XHWBR8,B097XWMNFN,B0CMW2J18G,B0D4TWFZL5","Long, Sleeve, Long Sleeve"
men button up shirt,男士纽扣衬衫,,,SP广告词,14 ,1.0,B0CJTXKT89,"267,632","4,971 ",166 ,3.35%,"104,035 ","2,169 ",4 ,0.0,"10,317 ",0.5,38 ,7.0%,0.9%,$1.10,$0.97 - $1.28,B0CZ938PL7,2.8%,0.9%,B0CL6W4BHQ,2.4%,0.0%,B0CX22CQGX,1.8%,0.0%,"B083P3C62B,B0CX22CQGX,B09JFW6X9B,B0CZ938PL7,B0BVB7THLY,B0CL6W4BHQ,B07756XY2P,B0CNXK4KRH,B0CWH3LH7N,B07XD2KZHR","Button, Shirt, Button Up"
mens purple dress shirt,男式紫色礼服衬衫,,,SP广告词,14 ,1.0,B09Q5DYY7P,"271,228","4,777 ",38 ,0.80%,"99,148 ","2,233 ",1 ,0.0,"1,356 ",3.5,130 ,11.9%,1.1%,$0.93,$0.83 - $1.09,B0CQX2X2DS,5.3%,0.0%,B0CR6FJ76P,4.1%,1.1%,B0CT89BDHR,2.6%,0.0%,"B0CQX2X2DS,B09LRZYJYJ,B0CT8KN2X4,B0BMPRGDQB,B0BZJHPT71,B0CR6FJ76P,B07F3CY88K,B0D4MDLRNX,B09SB5X254,B08N65H3RB","Shirt, Purple, Dress Shirt, Dress"
orange and white striped shirt,橙白条纹衬衫,,,SP广告词,13 ,1.0,B0BKWJ1KY2,"270,107","6,133 ",171 ,2.80%,"143,378 ","2,720 ",4 ,0.0,"2,321 ",2.6,336 ,19.4%,2.2%,$0.31,$0.23 - $0.38,B09Y8RK7RH,7.6%,1.1%,B0BL1LX1T9,7.5%,1.1%,B0B7419FQZ,4.2%,0.0%,"B0BL1LX1T9,B07XLBFRQK,B0D4MBTTJJ,B0D6B7J9B6,B0CBPVNTCJ,B0D3BTYBR4,B09Y8RK7RH,B0CBPV7XP8,B07662718Q,B0D2W6DBVD","Shirt, White, Orange"
clothes for italy trip,意大利旅行的衣服,,,SP广告词,13 ,1.0,B0CJTXKT89,"272,025","7,791 ",257 ,3.31%,"162,095 ","3,642 ",6 ,0.0,"1,213 ",6.4,659 ,9.8%,6.3%,$1.21,$0.88 - $1.36,B0BNVBHX4V,6.1%,6.3%,B0BYCZX638,2.0%,0.0%,B0CVVMVCL3,1.7%,0.0%,"B0BNVBHX4V,B09Q3JLLCS,B0D5DHKTGY,B0CXY6BZVL,B0CMXSYPWR,B086YNZQD3,B09QKXNS7W,B09QHTXWN7,B0CP7ZMKTJ,B09MQPNK94",Trip
mexican guayabera shirts for men,墨西哥瓜亚贝拉男士衬衫,,,SP广告词,13 ,2.0,B0BKWJ1KY2/B0CJTXKT89,"506,609","2,454 ",88 ,3.59%,"71,898 ","1,165 ",2 ,1.0,262 ,9.4,14 ,13.9%,1.4%,$0.76,$0.61 - $1.05,B0C6XXPCG8,6.3%,0.0%,B0BNM2R283,3.9%,1.4%,B0BNLZ5DYR,3.7%,0.0%,"B0C6LBBTJP,B07GBL2YSM,B0B7RWXJZK,B09W48R2ZG,B0CMXFM9YJ,B0CMSQYKHZ,B0BPRWFVBY,B0BZJ63MPQ,B07SRXS1CK,B0C6XXPCG8","Mexican, guayabera, Guayabera Shirt"
oxford shirt,牛津衬衫,,,品牌广告词,13 ,2.0,B0B28RYDQB/B09Q5DYY7P,"487,378","2,685 ",10 ,0.40%,"69,476 ","1,320 ",1 ,62.0,"1,202 ",2.2,13 ,20.1%,4.1%,$0.97,$0.73 - $1.21,B0B28STDWH,11.6%,4.1%,B000PHK0KI,5.7%,0.0%,B0D9JWCQL9,2.8%,0.0%,"B0B28STDWH,B000PHK0KI,B09V343Y19,B0CZXLZ9SB,B0C2ZD9KKP,B09XX7GGQK,B0775WYX4T,B078YDH3HC,B000PHG4WQ,B09QWZPMYF","Shirt, Oxford"
fruit of the loom sweatshirt,织布机的果实运动衫,,,SP广告词,13 ,1.0,B0BKWJ1KY2,"275,843","4,936 ",16 ,0.34%,"104,483 ","2,023 ",1 ,0.0,184 ,26.8,289 ,23.7%,1.0%,$0.34,$0.25 - $0.43,B08YS526MS,10.5%,1.0%,B08YHR1KR5,7.3%,0.0%,B08YHPNMKC,5.9%,0.0%,"B08YS54ZRH,B08YHPNMKC,B01L8JJIW2,B0BTQ2F4GG,B08YS526MS,B01M1SE417,B0196XACEA,B00JUMCYDU,B07M61L594,B08Z7SS5TN","Fruit, Fruit of the Loom, Sweatshirt"
vacation shirts men,男士度假衬衫,,,SP广告词,13 ,1.0,B0CJTXKT89,"274,110","5,867 ",19 ,0.34%,"169,284 ","2,928 ",1 ,0.0,"16,551 ",0.4,40 ,7.1%,1.1%,$0.44,$0.34 - $0.56,B0CJTXKT89,3.3%,0.5%,B0B6CHWVKV,2.0%,0.0%,B0C5JBN3YY,1.8%,0.5%,"B0C5JBN3YY,B08SQWCV6W,B0CT2YD1SB,B0CRRFS58P,B0CRQHWW25,B0CT5PY3L5,B0CJTYV62Z,B08TT4MTT8,B0BM9VH2P8,B0CY1FS793",Vacation
mens fall shirts,男士秋季衬衫,,,SP广告词,13 ,3.0,B0B28RYDQB/B0BKWJ1KY2/B0B28SWXWP,"744,972","1,282 ",119 ,9.35%,"29,918 ",505 ,3 ,0.0,"9,639 ",0.1,162 ,12.9%,0.0%,$0.93,$0.81 - $1.07,B0936RD2HW,7.8%,0.0%,B01L8GROKI,2.6%,0.0%,B0CBKYNND3,2.6%,0.0%,"B07M76XSH9,B0CBKYNND3,B0936RD2HW,B01L8GROKI,B07JX953D2,B0943X4B9L,B09B7SL6L5,B01K0ETB6E,B07RQW18Q5,B0D4M1MRLN",Shirt
mizzen and main,后桅杆和主桅杆,,,SP广告词,13 ,1.0,B0B28SWXWP,"278,613","8,351 ",615 ,7.37%,"199,425 ","3,687 ",14 ,0.0,253 ,33.0,26 ,12.2%,0.9%,$5.32,$3.94 - $6.00,B0BL85G1GG,4.7%,0.9%,B0C2B7YHYR,3.7%,0.0%,B07W3NMZ8S,3.7%,0.0%,"B0BL85G1GG,B0BL86H5BB,B0C2B7YHYR,B0BL5GLXTT,B0BL838CPY,B0BL59W1PK,B0C121C4BQ,B0BL848NHL,B0BC36Z1XP,B0BNL6B7JL",
wrangler short sleeve shirts for men,羊毛衫男士短袖衬衫,,,SP广告词,13 ,1.0,B09Q5DYY7P,"283,015","5,477 ",463 ,8.47%,"124,450 ","2,506 ",11 ,0.0,607 ,9.0,8 ,15.1%,2.4%,$0.90,$0.70 - $1.17,B075JWZ1KR,6.5%,1.2%,B075JXJBJ8,4.6%,0.0%,B075JQGTM2,4.1%,1.2%,"B075JWZ1KR,B01MYH6PWW,B0745CZC84,B00PUX57F0,B083XTW6HC,B000A38HBQ,B005DIHOWQ,B005DIJBOU,B07JX84RN5,B07Q29541S","Wrangler, Short, Sleeve, Short Sleeve"
tommy shirts for men,番茄酱男士衬衫,,,SP广告词,13 ,2.0,B09Q5DYY7P/B0B28SWXWP,"533,555","3,149 ",217 ,6.92%,"86,490 ","1,460 ",5 ,0.0,"1,294 ",2.4,19 ,11.2%,5.4%,$0.93,$0.68 - $1.20,B07LF73QRD,4.6%,0.0%,B0D919JYGM,4.2%,0.0%,B07SVJM95H,2.5%,5.4%,"B01N0W59VR,B07NFT2MTG,B07NFRZHQ5,B07SVJM95H,B08VWWZNH5,B08PW6HDXK,B07LF73QRD,B01LYB2RO6,B07CPQZ7WM,B0CK654ZFJ",Shirt
seersucker,海瑟克,,,SP广告词,13 ,2.0,B09Q5DYY7P/B0B28SWXWP,"528,561","3,388 ",96 ,2.85%,"77,559 ","1,519 ",3 ,79.0,"1,299 ",2.6,77 ,5.7%,0.0%,$0.23,$0.20 - $0.30,B0BS3GM43R,2.3%,0.0%,B0BS3HCFMQ,1.7%,0.0%,B0C6TGR91P,1.7%,0.0%,"B0BS3GM43R,B0C994KRNP,B0CR43WV5B,B0CRD9CYTN,B0BYP1X9J5,B0C6TGR91P,B0CVWTRRRR,B0BYNZKCLW,B0CWP3KZ5R,B0CWXVVTBV",Seersucker
tommy hilfiger men shirt t-shirts,汤姆-希尔费格男士衬衫 T恤,,,SP广告词,12 ,1.0,B0B28SWXWP,"288,271","6,239 ",184 ,2.96%,"169,585 ","2,960 ",5 ,0.0,538 ,11.6,13 ,22.2%,0.9%,,-,B07SVJM95H,9.2%,0.0%,B0B15MDJKQ,7.7%,0.0%,B07SXN55WG,5.4%,0.9%,"B07SVJM95H,B07NFT2MTG,B01N9MO5Q3,B013IOFHSE,B09ZGGK3QZ,B0CK7BGNPW,B07CPQZ7WM,B08PW7WFKL,B0CMRRNYFD,B08C2JLHQY","Shirt, Tommy Hilfiger"
light blue shirt men,浅蓝色衬衫男,,,SP广告词,12 ,1.0,B0BKWJ1KY2,"296,123","4,420 ",145 ,3.29%,"96,212 ","1,912 ",4 ,0.0,"17,252 ",0.3,85 ,15.1%,1.8%,$0.85,$0.63 - $1.05,B07MKKR7D2,5.8%,0.9%,B0C3D9J6JB,5.8%,0.9%,B0D17LD5VR,3.4%,0.0%,"B07MKKR7D2,B08TBY476R,B0BQJW8RKJ,B08BFJ1G89,B0CLV77PJH,B0CLL1LCNH,B0C3D9J6JB,B0CP3BTYH4,B01MYWGT0B,B08N5G4BVK","Shirt, Light Blue, Blue, Light"
mens blue shirt,男士蓝色衬衫,,,SP广告词,12 ,1.0,B0B28SWXWP,"296,181","4,654 ",126 ,2.72%,"108,565 ","2,083 ",3 ,0.0,"51,936 ",0.1,46 ,10.1%,2.0%,$1.07,$0.80 - $1.34,B091XWFH3F,3.9%,0.0%,B0C3D9J6JB,3.8%,0.7%,B0BVB6LQPT,2.3%,1.3%,"B0CWH35ZN7,B06VZ3RFC1,B0BVB6LQPT,B0716K2V6C,B00NOY3AEW,B0CQYWKDP3,B07612DJHD,B06W5HD74D,B0CPJ1K1VK,B09313VG36","Shirt, Blue"
brown vest,棕色马甲,,,SP广告词,12 ,1.0,B09Q5423LG,"295,573","5,206 ",194 ,3.73%,"109,496 ","2,139 ",5 ,0.0,"5,789 ",0.9,50 ,12.3%,0.0%,$0.52,$0.40 - $0.66,B0CC56PQMF,4.8%,0.0%,B0CC57Y57M,4.2%,0.0%,B0BZHMXYHK,3.3%,0.0%,"B0CC56PQMF,B086W5N8X2,B07DN7V9FC,B0792GKWQG,B0CF2HZ6SX,B0D31L93CS,B08L5ZQ5DL,B09DG6Z17Q,B08L5B2DSF,B09KGW8WXV","Brown, Vest"
chacabanas para hombres,chacabanas para hombres,,,SP广告词,12 ,1.0,B0CJTXKT89,"297,100","5,058 ",3 ,0.06%,"107,242 ","2,357 ",1 ,0.0,219 ,23.1,26 ,12.8%,0.0%,$0.54,$0.40 - $0.68,B003S26JAM,5.1%,0.0%,B09Y1ZX2MZ,4.8%,0.0%,B09HC7QSLL,2.9%,0.0%,"B003S26JAM,B004D3W4EA,B09RBH454Z,B0CZP6X9YR,B0BKSVLTB1,B0BXD3P5Y6,B0CJ94HFPC,B09HX5G7ZP,B094QRVYXQ,B0C4V4R5PQ",Hombre
senior shirts class of 2025,,,,SP广告词,12 ,1.0,B0B28RYDQB,"297,936","3,559 ",130 ,3.66%,"80,776 ","1,739 ",3 ,0.0,316 ,11.3,31 ,26.6%,7.0%,$0.43,$0.33 - $0.55,B0D86Z2XZV,13.6%,2.3%,B0D6YRN45Z,7.4%,2.3%,B0D5BZQ8G8,5.6%,2.3%,"B0D5BZQ8G8,B0D4MNHMDM,B0D47VMRBB,B0CC35M1VW,B0D2WBN2SP,B0D462P1Z7,B0CJYF6JWV,B0D2WCDGCD,B0D4FDPN4V,B0D92MS4YW",Senior
